,0
38211,Thalamus_ sensory-motor cortex related
38212,Posterior hypothalamic nucleus
38213,Posterior hypothalamic nucleus
38214,Posterior hypothalamic nucleus
38215,Supramammillary nucleus
38216,Anterior tegmental nucleus 
38217,Anterior tegmental nucleus 
38218,Anterior tegmental nucleus 
38219,Central medial nucleus of the thalamus
38220,Paracentral nucleus
38221,Cuneiform nucleus
38222,Pons_ behavioral state related
38223,Midbrain raph� nuclei
38224,Medulla
38225,Medulla
38226,Area postrema
38227,Area postrema
38228,Area postrema
38229,Cerebrum
38230,Medulla_ sensory related
38231,Dorsal column nuclei
38232,Lateral vestibular nucleus
38233,Lateral vestibular nucleus
38234,Lateral vestibular nucleus
38235,Lateral vestibular nucleus
38236,Lateral vestibular nucleus
38237,Lateral vestibular nucleus
38238,Lateral vestibular nucleus
38239,Lateral vestibular nucleus
38240,Primary auditory area
38241,Primary auditory area
38242,Primary auditory area
38243,Fastigial nucleus
38244,Cortical amygdalar area
38245,Cortical amygdalar area
38246,Hippocampal formation
38247,Hippocampal formation
38248,Hippocampal formation
38249,Olfactory areas
38250,Olfactory areas
38251,Substantia innominata
38252,Substantia innominata
38253,Substantia innominata
38254,Substantia innominata
38255,Substantia innominata
38256,Substantia innominata
38257,Substantia innominata
38258,Substantia innominata
38259,Interanteromedial nucleus of the thalamus
38260,Interanteromedial nucleus of the thalamus
38261,Interanteromedial nucleus of the thalamus
38262,Cerebrum
38263,Cerebrum
38264,Thalamus_ sensory-motor cortex related
38265,Thalamus_ sensory-motor cortex related
38266,Anterior tegmental nucleus 
38267,Anterior tegmental nucleus 
38268,Anterior tegmental nucleus 
38269,Anterior tegmental nucleus 
38270,Anterior tegmental nucleus 
38271,Anterior tegmental nucleus 
38272,Anterior tegmental nucleus 
38273,Pons_ behavioral state related
38274,Dorsal nucleus raph�
38275,Dorsal nucleus raph�
38276,Dorsal nucleus raph�
38277,Medulla
38278,Medulla
38279,Area postrema
38280,Area postrema
38281,Medulla
38282,Cerebrum
38283,Medulla
38284,Dorsal column nuclei
38285,Lateral vestibular nucleus
38286,Lateral vestibular nucleus
38287,Lateral vestibular nucleus
38288,Lateral vestibular nucleus
38289,Lateral vestibular nucleus
38290,Lateral vestibular nucleus
38291,Lateral vestibular nucleus
38292,Lateral vestibular nucleus
38293,Lateral vestibular nucleus
38294,Lateral vestibular nucleus
38295,Lateral vestibular nucleus
38296,Fastigial nucleus
38297,Cortical amygdalar area
38298,Hippocampal formation
38299,Hippocampal formation
38300,Hippocampal formation
38301,Olfactory areas
38302,Olfactory areas
38303,Substantia innominata
38304,Substantia innominata
38305,Substantia innominata
38306,Substantia innominata
38307,Substantia innominata
38308,Substantia innominata
38309,Substantia innominata
38310,Substantia innominata
38311,Interanteromedial nucleus of the thalamus
38312,Interanteromedial nucleus of the thalamus
38313,Interanteromedial nucleus of the thalamus
38314,Interanteromedial nucleus of the thalamus
38315,Cerebrum
38316,Cerebrum
38317,Cerebrum
38318,Anterior tegmental nucleus 
38319,Olivary pretectal nucleus
38320,Anterior tegmental nucleus 
38321,Olivary pretectal nucleus
38322,Anterior tegmental nucleus 
38323,Pons_ behavioral state related
38324,Dorsal nucleus raph�
38325,Dorsal nucleus raph�
38326,Dorsal nucleus raph�
38327,Dorsal nucleus raph�
38328,Cuneiform nucleus
38329,Medulla
38330,Medulla
38331,Area postrema
38332,Medulla
38333,Medulla
38334,Medulla
38335,Dorsal column nuclei
38336,Dorsal column nuclei
38337,Dorsal column nuclei
38338,Cerebellar cortex
38339,Cerebellar cortex
38340,Lateral vestibular nucleus
38341,Lateral vestibular nucleus
38342,Lateral vestibular nucleus
38343,Lateral vestibular nucleus
38344,Interposed nucleus
38345,Interposed nucleus
38346,Interposed nucleus
38347,Fastigial nucleus
38348,Fastigial nucleus
38349,Cortical amygdalar area
38350,Hippocampal formation
38351,Hippocampal formation
38352,Hippocampal formation
38353,Olfactory areas
38354,Olfactory areas
38355,Bed nuclei of the stria terminalis 
38356,Bed nuclei of the stria terminalis 
38357,Substantia innominata
38358,Substantia innominata
38359,Substantia innominata
38360,Substantia innominata
38361,Substantia innominata
38362,Substantia innominata
38363,Interanteromedial nucleus of the thalamus
38364,Lateral group of the dorsal thalamus
38365,Lateral group of the dorsal thalamus
38366,Interanterodorsal nucleus of the thalamus
38367,Interanteromedial nucleus of the thalamus
38368,Interanteromedial nucleus of the thalamus
38369,Interanteromedial nucleus of the thalamus
38370,Cerebrum
38371,Olivary pretectal nucleus
38372,Olivary pretectal nucleus
38373,Cerebrum
38374,Cerebrum
38375,Dorsal nucleus raph�
38376,Dorsal nucleus raph�
38377,Dorsal nucleus raph�
38378,Dorsal nucleus raph�
38379,Cuneiform nucleus
38380,Medulla
38381,Area postrema
38382,Area postrema
38383,Medulla
38384,Dorsal column nuclei
38385,Medulla
38386,Dorsal column nuclei
38387,Dorsal column nuclei
38388,Dorsal column nuclei
38389,Cerebellar cortex
38390,Cerebellar cortex
38391,Cerebellar cortex
38392,Lateral vestibular nucleus
38393,Interposed nucleus
38394,Interposed nucleus
38395,Interposed nucleus
38396,Interposed nucleus
38397,Interposed nucleus
38398,Fastigial nucleus
38399,Fastigial nucleus
38400,Hippocampal formation
38401,Hippocampal formation
38402,Hippocampal formation
38403,Olfactory areas
38404,Bed nuclei of the stria terminalis 
38405,Bed nuclei of the stria terminalis 
38406,Bed nuclei of the stria terminalis 
38407,Substantia innominata
38408,Substantia innominata
38409,Substantia innominata
38410,Substantia innominata
38411,Pallidum_ dorsal region
38412,Interanteromedial nucleus of the thalamus
38413,Lateral group of the dorsal thalamus
38414,Lateral group of the dorsal thalamus
38415,Lateral group of the dorsal thalamus
38416,Lateral group of the dorsal thalamus
38417,Cerebrum
38418,Cerebrum
38419,Cerebrum
38420,Cerebrum
38421,Cerebrum
38422,Cerebrum
38423,Cerebrum
38424,Dorsal nucleus raph�
38425,Dorsal nucleus raph�
38426,Dorsal nucleus raph�
38427,Cuneiform nucleus
38428,Medulla
38429,Medulla
38430,Medulla
38431,Medulla
38432,Dorsal column nuclei
38433,Medulla
38434,Dorsal column nuclei
38435,Dorsal column nuclei
38436,Dorsal column nuclei
38437,Cerebellar cortex
38438,Cerebellar cortex
38439,Cerebellar cortex
38440,Interposed nucleus
38441,Interposed nucleus
38442,Interposed nucleus
38443,Interposed nucleus
38444,Interposed nucleus
38445,Interposed nucleus
38446,Fastigial nucleus
38447,Fastigial nucleus
38448,Hippocampal formation
38449,Hippocampal formation
38450,Hippocampal formation
38451,Olfactory areas
38452,Bed nuclei of the stria terminalis 
38453,Bed nuclei of the stria terminalis 
38454,Bed nuclei of the stria terminalis 
38455,Bed nuclei of the stria terminalis 
38456,Bed nuclei of the stria terminalis 
38457,Substantia innominata
38458,Pallidum_ medial region
38459,Lateral group of the dorsal thalamus
38460,Lateral group of the dorsal thalamus
38461,Lateral group of the dorsal thalamus
38462,Lateral group of the dorsal thalamus
38463,Lateral group of the dorsal thalamus
38464,Lateral group of the dorsal thalamus
38465,Lateral group of the dorsal thalamus
38466,Cerebrum
38467,Cerebrum
38468,Cerebrum
38469,Cerebrum
38470,Cerebrum
38471,Cerebrum
38472,Cerebrum
38473,Cerebrum
38474,Cuneiform nucleus
38475,Cerebrum
38476,Medulla
38477,Medulla
38478,Medulla
38479,Medulla
38480,Dorsal column nuclei
38481,Medulla
38482,Medulla
38483,Dorsal column nuclei
38484,Dorsal column nuclei
38485,Cerebellar cortex
38486,Cerebellar cortex
38487,Cerebellar cortex
38488,Interposed nucleus
38489,Interposed nucleus
38490,Interposed nucleus
38491,Interposed nucleus
38492,Interposed nucleus
38493,Interposed nucleus
38494,Fastigial nucleus
38495,Fastigial nucleus
38496,Hippocampal formation
38497,Hippocampal formation
38498,Piriform area
38499,Cerebrum
38500,Bed nuclei of the stria terminalis 
38501,Bed nuclei of the stria terminalis 
38502,Bed nuclei of the stria terminalis 
38503,Bed nuclei of the stria terminalis 
38504,Bed nuclei of the stria terminalis 
38505,Bed nucleus of the anterior commissure 
38506,Pallidum_ medial region
38507,Lateral group of the dorsal thalamus
38508,Lateral group of the dorsal thalamus
38509,Pallidum_ dorsal region
38510,Pallidum_ dorsal region
38511,Anteroventral nucleus of thalamus 
38512,Anteroventral nucleus of thalamus 
38513,Pallidum_ dorsal region
38514,Cerebrum
38515,Cerebrum
38516,Anteroventral nucleus of thalamus 
38517,Anteroventral nucleus of thalamus 
38518,Olfactory areas
38519,Lateral septal complex
38520,Lateral septal complex
38521,Olfactory tubercle 
38522,Septofimbrial nucleus 
38523,Medulla
38524,Medulla
38525,Medulla
38526,Medulla
38527,Dorsal column nuclei
38528,Medulla
38529,Medulla
38530,Dorsal column nuclei
38531,Dorsal column nuclei
38532,Cerebellar cortex
38533,Cerebellar cortex
38534,Cerebellar cortex
38535,Interposed nucleus
38536,Interposed nucleus
38537,Interposed nucleus
38538,Interposed nucleus
38539,Interposed nucleus
38540,Interposed nucleus
38541,Fastigial nucleus
38542,Lateral vestibular nucleus
38543,Cortical plate
38544,Brain stem
38545,Lateral group of the dorsal thalamus
38546,Lateral group of the dorsal thalamus
38547,Bed nuclei of the stria terminalis 
38548,Bed nuclei of the stria terminalis 
38549,Bed nuclei of the stria terminalis 
38550,Bed nuclei of the stria terminalis 
38551,Pallidum_ medial region
38552,Lateral group of the dorsal thalamus
38553,Lateral group of the dorsal thalamus
38554,Lateral group of the dorsal thalamus
38555,Pallidum_ dorsal region
38556,Anteromedial nucleus
38557,Anteroventral nucleus of thalamus 
38558,Anteroventral nucleus of thalamus 
38559,Anteroventral nucleus of thalamus 
38560,Anteroventral nucleus of thalamus 
38561,Anteroventral nucleus of thalamus 
38562,Anteroventral nucleus of thalamus 
38563,Anteroventral nucleus of thalamus 
38564,Main olfactory bulb
38565,Lateral septal complex
38566,Lateral septal complex
38567,Olfactory tubercle 
38568,Medulla
38569,Medulla
38570,Dorsal column nuclei
38571,Medulla
38572,Medulla
38573,Medulla
38574,Dorsal column nuclei
38575,Medulla
38576,Lateral vestibular nucleus
38577,Cerebellar cortex
38578,Medial vestibular nucleus
38579,Interposed nucleus
38580,Interposed nucleus
38581,Interposed nucleus
38582,Interposed nucleus
38583,Fastigial nucleus
38584,Fastigial nucleus
38585,Brain stem
38586,Brain stem
38587,Lateral group of the dorsal thalamus
38588,Bed nucleus of the anterior commissure 
38589,Lateral group of the dorsal thalamus
38590,Pallidum_ dorsal region
38591,Bed nuclei of the stria terminalis 
38592,Interanterodorsal nucleus of the thalamus
38593,Lateral group of the dorsal thalamus
38594,Reticular nucleus of the thalamus
38595,Reticular nucleus of the thalamus
38596,Reticular nucleus of the thalamus
38597,Anteromedial nucleus
38598,Anteroventral nucleus of thalamus 
38599,Anteroventral nucleus of thalamus 
38600,Anteroventral nucleus of thalamus 
38601,Anteroventral nucleus of thalamus 
38602,Anteroventral nucleus of thalamus 
38603,Anteroventral nucleus of thalamus 
38604,Anteroventral nucleus of thalamus 
38605,Dentate gyrus
38606,Olfactory tubercle 
38607,Olfactory tubercle 
38608,Medulla
38609,Medulla
38610,Medulla
38611,Medulla
38612,Medulla
38613,Medulla
38614,Medulla
38615,Lateral vestibular nucleus
38616,Lateral vestibular nucleus
38617,Lateral vestibular nucleus
38618,Lateral vestibular nucleus
38619,Lateral vestibular nucleus
38620,Lateral vestibular nucleus
38621,Lateral vestibular nucleus
38622,Lateral vestibular nucleus
38623,Lateral vestibular nucleus
38624,Brain stem
38625,Brain stem
38626,Brain stem
38627,Brain stem
38628,Lateral group of the dorsal thalamus
38629,Lateral group of the dorsal thalamus
38630,Lateral group of the dorsal thalamus
38631,Lateral group of the dorsal thalamus
38632,Lateral group of the dorsal thalamus
38633,Reticular nucleus of the thalamus
38634,Anteromedial nucleus
38635,Anteromedial nucleus
38636,Hippocampal region
38637,Hippocampal region
38638,Anterior group of the dorsal thalamus
38639,Anteroventral nucleus of thalamus 
38640,Anteroventral nucleus of thalamus 
38641,Anteroventral nucleus of thalamus 
38642,Anteroventral nucleus of thalamus 
38643,Dentate gyrus
38644,Sublaterodorsal nucleus
38645,Lateral vestibular nucleus
38646,Lateral vestibular nucleus
38647,Lateral vestibular nucleus
38648,Lateral vestibular nucleus
38649,Somatosensory areas
38650,Lateral vestibular nucleus
38651,Lateral vestibular nucleus
38652,Brain stem
38653,Brain stem
38654,Brain stem
38655,Brain stem
38656,Brain stem
38657,Lateral group of the dorsal thalamus
38658,Pallidum_ dorsal region
38659,Anteromedial nucleus
38660,Anteromedial nucleus
38661,Anteromedial nucleus
38662,Hippocampal region
38663,Hippocampal region
38664,Cortical plate
38665,Anteroventral nucleus of thalamus 
38666,Anteroventral nucleus of thalamus 
38667,Anteroventral nucleus of thalamus 
38668,Brain stem
38669,Brain stem
38670,Brain stem
38671,Brain stem
38672,Brain stem
38673,Brain stem
38674,Brain stem
38675,Anteromedial nucleus
38676,Cortical plate
38677,Hippocampal region
38678,Hippocampal region
38679,Cortical plate
38680,Brain stem
38681,Brain stem
38682,Brain stem
38683,Olfactory areas
38684,Olfactory areas
38685,Olfactory areas
38686,Olfactory areas
38687,Olfactory areas
38688,Olfactory areas
38689,Olfactory areas
38690,Olfactory areas
38691,Olfactory areas
38692,Olfactory areas
38693,Olfactory areas
38694,Olfactory areas
38695,Olfactory areas
38696,Olfactory areas
38697,Olfactory areas
38698,Olfactory areas
38699,Olfactory areas
38700,Olfactory areas
38701,Olfactory areas
38702,Olfactory areas
38703,Olfactory areas
38704,Olfactory areas
38705,Olfactory areas
38706,Olfactory areas
38707,Olfactory areas
38708,Olfactory areas
38709,Olfactory areas
38710,Olfactory areas
38711,Olfactory areas
38712,Olfactory areas
38713,Olfactory areas
38714,Olfactory areas
38715,Olfactory areas
38716,Olfactory areas
38717,Olfactory areas
38718,Olfactory areas
38719,Olfactory areas
38720,Olfactory areas
38721,Olfactory areas
38722,Olfactory areas
38723,Olfactory areas
38724,Olfactory areas
38725,Olfactory areas
38726,Olfactory areas
38727,Olfactory areas
38728,Olfactory areas
38729,Olfactory areas
38730,Olfactory areas
38731,Olfactory areas
38732,Olfactory areas
38733,Olfactory areas
38734,Olfactory areas
38735,Olfactory areas
38736,Olfactory areas
38737,Olfactory areas
38738,Olfactory areas
38739,Olfactory areas
38740,Olfactory areas
38741,Olfactory areas
38742,Olfactory areas
38743,Olfactory areas
38744,Olfactory areas
38745,Olfactory areas
38746,Olfactory areas
38747,Olfactory areas
38748,Olfactory areas
38749,Olfactory areas
38750,Olfactory areas
38751,Olfactory areas
38752,Olfactory areas
38753,Olfactory areas
38754,Olfactory areas
38755,Olfactory areas
38756,Olfactory areas
38757,Olfactory areas
38758,Olfactory areas
38759,Olfactory areas
38760,Olfactory areas
38761,Olfactory areas
38762,Olfactory areas
38763,Olfactory areas
38764,Olfactory areas
38765,Olfactory areas
38766,Olfactory areas
38767,Olfactory areas
38768,Olfactory areas
38769,Olfactory areas
38770,Olfactory areas
38771,Olfactory areas
38772,Olfactory areas
38773,Olfactory areas
38774,Olfactory areas
38775,Olfactory areas
38776,Olfactory areas
38777,Olfactory areas
38778,Olfactory areas
38779,Olfactory areas
38780,Olfactory areas
38781,Olfactory areas
38782,Olfactory areas
38783,Olfactory areas
38784,Olfactory areas
38785,Olfactory areas
38786,Olfactory areas
38787,Primary auditory area
38788,Primary auditory area
38789,Primary auditory area
38790,Primary auditory area
38791,Primary auditory area
38792,Primary auditory area
38793,Olfactory areas
38794,Olfactory areas
38795,Olfactory areas
38796,Olfactory areas
38797,Olfactory areas
38798,Olfactory areas
38799,Olfactory areas
38800,Olfactory areas
38801,Olfactory areas
38802,Olfactory areas
38803,Olfactory areas
38804,Olfactory areas
38805,Olfactory areas
38806,Olfactory areas
38807,Olfactory areas
38808,Olfactory areas
38809,Olfactory areas
38810,Olfactory areas
38811,Olfactory areas
38812,Olfactory areas
38813,Olfactory areas
38814,Olfactory areas
38815,Olfactory areas
38816,Olfactory areas
38817,Olfactory areas
38818,Olfactory areas
38819,Fundus of striatum
38820,Olfactory areas
38821,Olfactory areas
38822,Olfactory areas
38823,Olfactory areas
38824,Olfactory areas
38825,Olfactory areas
38826,Olfactory areas
38827,Olfactory areas
38828,Olfactory areas
38829,Olfactory areas
38830,Cerebrum
38831,Primary auditory area
38832,Primary auditory area
38833,Primary auditory area
38834,Primary auditory area
38835,Primary auditory area
38836,Primary auditory area
38837,Primary auditory area
38838,Primary auditory area
38839,Olfactory areas
38840,Olfactory areas
38841,Olfactory areas
38842,Olfactory areas
38843,Olfactory areas
38844,Olfactory areas
38845,Olfactory areas
38846,Olfactory areas
38847,Olfactory areas
38848,Olfactory areas
38849,Olfactory areas
38850,Olfactory areas
38851,Olfactory areas
38852,Olfactory areas
38853,Olfactory areas
38854,Olfactory areas
38855,Olfactory areas
38856,Olfactory areas
38857,Olfactory areas
38858,Olfactory areas
38859,Olfactory areas
38860,Olfactory areas
38861,Olfactory areas
38862,Lateral septal complex
38863,Lateral septal complex
38864,Lateral septal complex
38865,Lateral septal complex
38866,Lateral septal complex
38867,Anterior amygdalar area
38868,Anterior amygdalar area
38869,Olfactory areas
38870,Olfactory areas
38871,Olfactory areas
38872,Olfactory areas
38873,Olfactory areas
38874,Olfactory areas
38875,Olfactory areas
38876,Olfactory areas
38877,Cerebrum
38878,Primary auditory area
38879,Primary auditory area
38880,Primary auditory area
38881,Primary auditory area
38882,Primary auditory area
38883,Primary auditory area
38884,Primary auditory area
38885,Primary auditory area
38886,Primary auditory area
38887,Primary auditory area
38888,Olfactory areas
38889,Olfactory areas
38890,Olfactory areas
38891,Olfactory areas
38892,Olfactory areas
38893,Olfactory areas
38894,Olfactory areas
38895,Olfactory areas
38896,Olfactory areas
38897,Olfactory areas
38898,Olfactory areas
38899,Olfactory areas
38900,Olfactory areas
38901,Olfactory areas
38902,Olfactory areas
38903,Olfactory areas
38904,Olfactory areas
38905,Olfactory areas
38906,Olfactory areas
38907,Olfactory areas
38908,Olfactory areas
38909,Olfactory areas
38910,Olfactory areas
38911,Lateral septal complex
38912,Lateral septal complex
38913,Lateral septal complex
38914,Lateral septal complex
38915,Lateral septal complex
38916,Lateral septal complex
38917,Lateral septal complex
38918,Anterior amygdalar area
38919,Anterior amygdalar area
38920,Anterior amygdalar area
38921,Central amygdalar nucleus 
38922,Olfactory areas
38923,Central amygdalar nucleus 
38924,Central amygdalar nucleus 
38925,Olfactory areas
38926,Olfactory areas
38927,Olfactory areas
38928,Cerebrum
38929,Oculomotor nucleus
38930,Primary auditory area
38931,Primary auditory area
38932,Primary auditory area
38933,Primary auditory area
38934,Primary auditory area
38935,Primary auditory area
38936,Primary auditory area
38937,Primary auditory area
38938,Primary auditory area
38939,Primary auditory area
38940,Primary auditory area
38941,Olfactory areas
38942,Olfactory areas
38943,Olfactory areas
38944,Olfactory areas
38945,Olfactory areas
38946,Olfactory areas
38947,Olfactory areas
38948,Olfactory areas
38949,Olfactory areas
38950,Olfactory areas
38951,Olfactory areas
38952,Olfactory areas
38953,Olfactory areas
38954,Olfactory areas
38955,Olfactory areas
38956,Olfactory areas
38957,Olfactory areas
38958,Olfactory areas
38959,Olfactory areas
38960,Olfactory areas
38961,Olfactory areas
38962,Olfactory areas
38963,Olfactory areas
38964,Lateral septal complex
38965,Lateral septal complex
38966,Lateral septal complex
38967,Lateral septal complex
38968,Lateral septal complex
38969,Lateral septal complex
38970,Lateral septal complex
38971,Anterior amygdalar area
38972,Anterior amygdalar area
38973,Anterior amygdalar area
38974,Central amygdalar nucleus 
38975,Central amygdalar nucleus 
38976,Central amygdalar nucleus 
38977,Central amygdalar nucleus 
38978,Central amygdalar nucleus 
38979,Olfactory areas
38980,Cerebrum
38981,Oculomotor nucleus
38982,Oculomotor nucleus
38983,Primary auditory area
38984,Primary auditory area
38985,Primary auditory area
38986,Primary auditory area
38987,Primary auditory area
38988,Primary auditory area
38989,Primary auditory area
38990,Primary auditory area
38991,Primary auditory area
38992,Primary auditory area
38993,Primary auditory area
38994,Olfactory areas
38995,Olfactory areas
38996,Olfactory areas
38997,Olfactory areas
38998,Olfactory areas
38999,Olfactory areas
39000,Olfactory areas
39001,Olfactory areas
39002,Olfactory areas
39003,Olfactory areas
39004,Olfactory areas
39005,Olfactory areas
39006,Olfactory areas
39007,Olfactory areas
39008,Olfactory areas
39009,Olfactory areas
39010,Olfactory areas
39011,Cortical plate
39012,Cortical plate
39013,Cerebrum
39014,Cerebrum
39015,Cortical plate
39016,Cerebrum
39017,Lateral septal complex
39018,Lateral septal complex
39019,Lateral septal complex
39020,Lateral septal complex
39021,Septofimbrial nucleus 
39022,Septofimbrial nucleus 
39023,Septofimbrial nucleus 
39024,Septofimbrial nucleus 
39025,Septofimbrial nucleus 
39026,Septofimbrial nucleus 
39027,Anterior amygdalar area
39028,Central amygdalar nucleus 
39029,Central amygdalar nucleus 
39030,Central amygdalar nucleus 
39031,Central amygdalar nucleus 
39032,Central amygdalar nucleus 
39033,Central amygdalar nucleus 
39034,Oculomotor nucleus
39035,Oculomotor nucleus
39036,Primary auditory area
39037,Primary auditory area
39038,Primary auditory area
39039,Primary auditory area
39040,Primary auditory area
39041,Primary auditory area
39042,Primary auditory area
39043,Primary auditory area
39044,Primary auditory area
39045,Primary auditory area
39046,Primary auditory area
39047,Primary auditory area
39048,Nucleus of the lateral olfactory tract
39049,Olfactory areas
39050,Olfactory areas
39051,Olfactory areas
39052,Olfactory areas
39053,Olfactory areas
39054,Olfactory areas
39055,Olfactory areas
39056,Olfactory areas
39057,Olfactory areas
39058,Olfactory areas
39059,Olfactory areas
39060,Olfactory areas
39061,Olfactory areas
39062,Olfactory areas
39063,Cerebrum
39064,Cortical plate
39065,Substantia innominata
39066,Substantia innominata
39067,Substantia innominata
39068,Substantia innominata
39069,Substantia innominata
39070,Cerebrum
39071,Cerebrum
39072,Olfactory areas
39073,Lateral septal complex
39074,Lateral septal complex
39075,Lateral septal complex
39076,Lateral septal complex
39077,Septofimbrial nucleus 
39078,Septofimbrial nucleus 
39079,Septofimbrial nucleus 
39080,Septofimbrial nucleus 
39081,Septofimbrial nucleus 
39082,Septofimbrial nucleus 
39083,Central amygdalar nucleus 
39084,Central amygdalar nucleus 
39085,Central amygdalar nucleus 
39086,Central amygdalar nucleus 
39087,Central amygdalar nucleus 
39088,Oculomotor nucleus
39089,Oculomotor nucleus
39090,Oculomotor nucleus
39091,Primary auditory area
39092,Primary auditory area
39093,Primary auditory area
39094,Primary auditory area
39095,Primary auditory area
39096,Primary auditory area
39097,Primary auditory area
39098,Primary auditory area
39099,Primary auditory area
39100,Primary auditory area
39101,Primary auditory area
39102,Primary auditory area
39103,Primary auditory area
39104,Nucleus of the lateral olfactory tract
39105,Nucleus of the lateral olfactory tract
39106,Nucleus of the lateral olfactory tract
39107,Nucleus of the lateral olfactory tract
39108,Nucleus of the lateral olfactory tract
39109,Olfactory areas
39110,Olfactory areas
39111,Olfactory areas
39112,Olfactory areas
39113,Olfactory areas
39114,Olfactory areas
39115,Olfactory areas
39116,Olfactory areas
39117,Olfactory areas
39118,Olfactory areas
39119,Olfactory areas
39120,Cerebrum
39121,Substantia innominata
39122,Substantia innominata
39123,Substantia innominata
39124,Substantia innominata
39125,Substantia innominata
39126,Substantia innominata
39127,Substantia innominata
39128,Substantia innominata
39129,Substantia innominata
39130,Olfactory areas
39131,Olfactory areas
39132,Olfactory areas
39133,Olfactory areas
39134,Mammillary body
39135,Olfactory tubercle 
39136,Olfactory tubercle 
39137,Septofimbrial nucleus 
39138,Septofimbrial nucleus 
39139,Septofimbrial nucleus 
39140,Septofimbrial nucleus 
39141,Septofimbrial nucleus 
39142,Fundus of striatum
39143,Cerebrum
39144,Cerebrum
39145,Cuneiform nucleus
39146,Cuneiform nucleus
39147,Oculomotor nucleus
39148,Oculomotor nucleus
39149,Primary auditory area
39150,Primary auditory area
39151,Primary auditory area
39152,Primary auditory area
39153,Primary auditory area
39154,Primary auditory area
39155,Primary auditory area
39156,Primary auditory area
39157,Primary auditory area
39158,Primary auditory area
39159,Primary auditory area
39160,Primary auditory area
39161,Primary auditory area
39162,Primary auditory area
39163,Nucleus of the lateral olfactory tract
39164,Nucleus of the lateral olfactory tract
39165,Nucleus of the lateral olfactory tract
39166,Nucleus of the lateral olfactory tract
39167,Nucleus of the lateral olfactory tract
39168,Olfactory areas
39169,Olfactory areas
39170,Olfactory areas
39171,Olfactory areas
39172,Olfactory areas
39173,Olfactory areas
39174,Olfactory areas
39175,Olfactory areas
39176,Olfactory areas
39177,Cerebrum
39178,Cortical plate
39179,Substantia innominata
39180,Substantia innominata
39181,Substantia innominata
39182,Substantia innominata
39183,Substantia innominata
39184,Substantia innominata
39185,Substantia innominata
39186,Substantia innominata
39187,Substantia innominata
39188,Cortical plate
39189,Olfactory areas
39190,Olfactory areas
39191,Perireunensis nucleus
39192,Mammillary body
39193,Mammillary body
39194,Mammillary body
39195,Mammillary body
39196,Dorsal part of the lateral geniculate complex
39197,Cerebrum
39198,Septofimbrial nucleus 
39199,Septofimbrial nucleus 
39200,Septofimbrial nucleus 
39201,Cuneiform nucleus
39202,Cuneiform nucleus
39203,Cuneiform nucleus
39204,Cuneiform nucleus
39205,Cuneiform nucleus
39206,Oculomotor nucleus
39207,Oculomotor nucleus
39208,Primary auditory area
39209,Primary auditory area
39210,Primary auditory area
39211,Primary auditory area
39212,Primary auditory area
39213,Primary auditory area
39214,Primary auditory area
39215,Primary auditory area
39216,Primary auditory area
39217,Primary auditory area
39218,Primary auditory area
39219,Primary auditory area
39220,Primary auditory area
39221,Primary auditory area
39222,Nucleus of the lateral olfactory tract
39223,Nucleus of the lateral olfactory tract
39224,Nucleus of the lateral olfactory tract
39225,Nucleus of the lateral olfactory tract
39226,Nucleus of the lateral olfactory tract
39227,Nucleus of the lateral olfactory tract
39228,Nucleus of the lateral olfactory tract
39229,Olfactory areas
39230,Olfactory areas
39231,Olfactory areas
39232,Olfactory areas
39233,Olfactory areas
39234,Olfactory areas
39235,Olfactory areas
39236,Olfactory areas
39237,Cerebrum
39238,Substantia innominata
39239,Substantia innominata
39240,Substantia innominata
39241,Substantia innominata
39242,Substantia innominata
39243,Substantia innominata
39244,Substantia innominata
39245,Substantia innominata
39246,Substantia innominata
39247,Substantia innominata
39248,Substantia innominata
39249,Cerebrum
39250,Cerebrum
39251,Thalamus_ sensory-motor cortex related
39252,Thalamus_ sensory-motor cortex related
39253,Perireunensis nucleus
39254,Mammillary body
39255,Mammillary body
39256,Mammillary body
39257,Mammillary body
39258,Anterior hypothalamic nucleus
39259,Dorsal part of the lateral geniculate complex
39260,Lateral mammillary nucleus
39261,Central lateral nucleus of the thalamus
39262,Cuneiform nucleus
39263,Oculomotor nucleus
39264,Cuneiform nucleus
39265,Cuneiform nucleus
39266,Cuneiform nucleus
39267,Oculomotor nucleus
39268,Central lateral nucleus of the thalamus
39269,Primary auditory area
39270,Primary auditory area
39271,Primary auditory area
39272,Primary auditory area
39273,Primary auditory area
39274,Primary auditory area
39275,Primary auditory area
39276,Primary auditory area
39277,Primary auditory area
39278,Primary auditory area
39279,Primary auditory area
39280,Primary auditory area
39281,Primary auditory area
39282,Primary auditory area
39283,Nucleus of the lateral olfactory tract
39284,Nucleus of the lateral olfactory tract
39285,Nucleus of the lateral olfactory tract
39286,Nucleus of the lateral olfactory tract
39287,Nucleus of the lateral olfactory tract
39288,Nucleus of the lateral olfactory tract
39289,Nucleus of the lateral olfactory tract
39290,Olfactory areas
39291,Olfactory areas
39292,Olfactory areas
39293,Olfactory areas
39294,Olfactory areas
39295,Olfactory areas
39296,Olfactory areas
39297,Olfactory areas
39298,Cortical plate
39299,Substantia innominata
39300,Substantia innominata
39301,Substantia innominata
39302,Substantia innominata
39303,Substantia innominata
39304,Substantia innominata
